supplier_id,supplier_name,location,lead_time_days,reliability_score,average_delay_days
S000421,NextGen Supply Solutions 421,Indore,24,87.44,4.03
S000422,Standard Supply Solutions 422,Kolkata,3,71.8,8.93
S000423,Eco Supply Solutions 423,Indore,16,83.46,6.16
S000424,Premium Supply Solutions 424,Hyderabad,14,65.51,4.37
S000425,Industrial Supply Solutions 425,Delhi,27,82.3,1.94
S000426,Ultra Supply Solutions 426,Coimbatore,3,78.38,3.22
S000427,Power Supply Solutions 427,Kochi,3,94.93,7.75
S000428,Power Supply Solutions 428,Indore,18,89.54,4.56
S000429,Pro Supply Solutions 429,Chennai,8,66.22,0.59
S000430,Eco Supply Solutions 430,Kolkata,22,91.84,4.09
S000431,Pro Supply Solutions 431,Gurgaon,10,91.9,4.52
S000432,Eco Supply Solutions 432,Kolkata,18,87.56,2.96
S000433,Power Supply Solutions 433,Hyderabad,4,96.6,3.58
S000434,Ultra Supply Solutions 434,Pune,22,92.31,8.52
S000435,Industrial Supply Solutions 435,Noida,17,72.44,9.01
S000436,Ultra Supply Solutions 436,Bangalore,3,77.97,11.52
S000437,Premium Supply Solutions 437,Pune,10,76.9,1.59
S000438,NextGen Supply Solutions 438,Chennai,4,82.17,3.88
S000439,Pro Supply Solutions 439,Mumbai,4,97.43,1.11
S000440,Advanced Supply Solutions 440,Mumbai,22,85.93,7.44
S000441,NextGen Supply Solutions 441,Ahmedabad,14,75.64,0.39
S000442,Advanced Supply Solutions 442,Mumbai,25,97.01,2.62
S000443,Ultra Supply Solutions 443,Pune,10,88.81,7.13
S000444,Industrial Supply Solutions 444,Gurgaon,23,74.05,4.43
S000445,Premium Supply Solutions 445,Indore,20,95.82,6.62
S000446,Standard Supply Solutions 446,Mumbai,21,76.7,7.75
S000447,Advanced Supply Solutions 447,Kolkata,26,82.55,10.1
S000448,NextGen Supply Solutions 448,Mumbai,22,81.29,4.84
S000449,Premium Supply Solutions 449,Kolkata,23,96.4,3.49
S000450,Smart Supply Solutions 450,Ahmedabad,23,74.03,6.56
S000451,NextGen Supply Solutions 451,Kochi,15,76.33,1.02
S000452,NextGen Supply Solutions 452,Kolkata,23,87.45,0.69
S000453,Industrial Supply Solutions 453,Coimbatore,26,95.14,5.54
S000454,Pro Supply Solutions 454,Delhi,23,68.91,2.77
S000455,Premium Supply Solutions 455,Bangalore,20,72.14,0.29
S000456,Premium Supply Solutions 456,Bangalore,5,97.23,8.22
S000457,Ultra Supply Solutions 457,Pune,15,91.43,9.83
S000458,Standard Supply Solutions 458,Delhi,4,76.77,1.94
S000459,Power Supply Solutions 459,Mumbai,5,77.16,6.85
S000460,Ultra Supply Solutions 460,Hyderabad,13,80.96,11.81
S000461,Eco Supply Solutions 461,Coimbatore,15,87.91,3.37
S000462,Ultra Supply Solutions 462,Lucknow,17,84.08,8.82
S000463,Eco Supply Solutions 463,Bangalore,28,91.39,2.11
S000464,Industrial Supply Solutions 464,Indore,24,66.84,11.2
S000465,Pro Supply Solutions 465,Hyderabad,14,92.85,0.21
S000466,NextGen Supply Solutions 466,Kolkata,12,66.97,3.68
S000467,Ultra Supply Solutions 467,Chennai,22,94.95,11.72
S000468,Premium Supply Solutions 468,Kolkata,10,66.47,8.11
S000469,Ultra Supply Solutions 469,Kochi,27,69.35,2.7
S000470,NextGen Supply Solutions 470,Jaipur,24,71.13,9.54
S000471,Eco Supply Solutions 471,Gurgaon,22,72.58,10.8
S000472,Power Supply Solutions 472,Noida,9,78.66,5.95
S000473,Industrial Supply Solutions 473,Jaipur,20,87.29,2.04
S000474,Industrial Supply Solutions 474,Delhi,25,95.35,3.25
S000475,Standard Supply Solutions 475,Pune,5,82.83,11.33
S000476,Eco Supply Solutions 476,Mumbai,7,83.1,2.1
S000477,Power Supply Solutions 477,Jaipur,17,75.86,3.88
S000478,Pro Supply Solutions 478,Kolkata,13,92.22,1.92
S000479,Standard Supply Solutions 479,Noida,22,68.76,1.45
S000480,Ultra Supply Solutions 480,Gurgaon,14,75.24,6.36
S000481,Smart Supply Solutions 481,Chennai,30,68.3,4.88
S000482,Power Supply Solutions 482,Delhi,11,72.28,0.74
S000483,Smart Supply Solutions 483,Coimbatore,13,84.94,1.91
S000484,Eco Supply Solutions 484,Chennai,3,69.28,0.64
S000485,Industrial Supply Solutions 485,Mumbai,9,68.42,0.49
S000486,Smart Supply Solutions 486,Chennai,9,93.08,2.31
S000487,Advanced Supply Solutions 487,Indore,24,69.02,8.98
S000488,Premium Supply Solutions 488,Hyderabad,12,85.67,0.37
S000489,Eco Supply Solutions 489,Coimbatore,8,76.97,3.79
S000490,Standard Supply Solutions 490,Kolkata,11,95.48,6.86
S000491,NextGen Supply Solutions 491,Lucknow,18,89.06,8.98
S000492,Power Supply Solutions 492,Noida,24,67.02,8.2
S000493,Eco Supply Solutions 493,Bangalore,30,95.45,11.86
S000494,Standard Supply Solutions 494,Ahmedabad,4,79.07,3.45
S000495,Smart Supply Solutions 495,Kolkata,26,75.14,0.2
S000496,Industrial Supply Solutions 496,Hyderabad,13,87.87,0.65
S000497,Ultra Supply Solutions 497,Gurgaon,25,89.41,1.35
S000498,Advanced Supply Solutions 498,Mumbai,4,75.31,11.71
S000499,NextGen Supply Solutions 499,Jaipur,20,76.96,6.93
S000500,Industrial Supply Solutions 500,Lucknow,29,70.32,9.63
S000501,Ultra Supply Solutions 501,Mumbai,4,85.18,11.82
S000502,Standard Supply Solutions 502,Ahmedabad,25,97.53,10.16
S000503,NextGen Supply Solutions 503,Noida,6,79.17,5.01
S000504,Power Supply Solutions 504,Bangalore,30,98.87,10.54
S000505,Smart Supply Solutions 505,Pune,23,71.0,5.32
S000506,Industrial Supply Solutions 506,Hyderabad,28,92.07,1.54
S000507,Premium Supply Solutions 507,Bangalore,28,96.56,6.67
S000508,Smart Supply Solutions 508,Lucknow,11,88.39,11.01
S000509,Smart Supply Solutions 509,Kolkata,14,68.72,9.46
S000510,Smart Supply Solutions 510,Kochi,22,76.1,4.94
S000511,NextGen Supply Solutions 511,Gurgaon,7,67.91,10.29
S000512,Eco Supply Solutions 512,Indore,11,85.46,5.68
S000513,Power Supply Solutions 513,Coimbatore,5,98.94,8.28
S000514,Power Supply Solutions 514,Noida,27,77.74,4.13
S000515,NextGen Supply Solutions 515,Pune,9,70.54,2.5
S000516,Ultra Supply Solutions 516,Kolkata,14,74.13,3.9
S000517,Power Supply Solutions 517,Lucknow,15,84.41,10.53
S000518,Pro Supply Solutions 518,Kolkata,13,84.34,11.88
S000519,Industrial Supply Solutions 519,Ahmedabad,24,72.81,3.31
S000520,Premium Supply Solutions 520,Delhi,28,90.52,2.15
S000521,Advanced Supply Solutions 521,Coimbatore,19,67.99,1.04
S000522,Ultra Supply Solutions 522,Noida,26,86.18,9.1
S000523,Ultra Supply Solutions 523,Chennai,6,79.47,6.43
S000524,Power Supply Solutions 524,Gurgaon,30,69.32,6.76
S000525,Advanced Supply Solutions 525,Kolkata,6,86.57,0.73
S000526,Advanced Supply Solutions 526,Delhi,4,87.88,1.16
S000527,NextGen Supply Solutions 527,Indore,3,79.96,10.99
S000528,Ultra Supply Solutions 528,Indore,9,92.13,7.01
S000529,NextGen Supply Solutions 529,Lucknow,26,82.32,2.79
S000530,NextGen Supply Solutions 530,Pune,11,74.72,2.65
S000531,Premium Supply Solutions 531,Hyderabad,25,97.42,3.04
S000532,Ultra Supply Solutions 532,Bangalore,14,97.1,0.95
S000533,Ultra Supply Solutions 533,Jaipur,5,68.25,0.79
S000534,Smart Supply Solutions 534,Chennai,16,97.17,8.7
S000535,Premium Supply Solutions 535,Indore,9,91.37,3.31
S000536,Ultra Supply Solutions 536,Indore,11,68.63,4.74
S000537,Industrial Supply Solutions 537,Mumbai,17,82.66,6.54
S000538,Ultra Supply Solutions 538,Indore,25,66.19,3.98
S000539,Premium Supply Solutions 539,Delhi,19,85.02,5.85
S000540,Pro Supply Solutions 540,Ahmedabad,9,96.73,10.41
S000541,Eco Supply Solutions 541,Ahmedabad,23,77.52,3.08
S000542,Pro Supply Solutions 542,Coimbatore,22,82.29,9.54
S000543,Ultra Supply Solutions 543,Noida,9,72.74,3.31
S000544,Ultra Supply Solutions 544,Indore,26,83.39,2.41
S000545,Power Supply Solutions 545,Gurgaon,26,92.29,1.06
S000546,Pro Supply Solutions 546,Lucknow,19,72.32,8.27
S000547,Industrial Supply Solutions 547,Lucknow,11,83.82,5.06
S000548,Premium Supply Solutions 548,Lucknow,12,77.06,9.29
S000549,Premium Supply Solutions 549,Kolkata,15,90.43,1.77
S000550,Standard Supply Solutions 550,Pune,8,88.87,7.32
S000551,Power Supply Solutions 551,Coimbatore,11,88.76,0.35
S000552,Advanced Supply Solutions 552,Kochi,6,77.85,2.96
S000553,Power Supply Solutions 553,Indore,7,85.38,7.39
S000554,Advanced Supply Solutions 554,Gurgaon,23,87.14,0.86
S000555,NextGen Supply Solutions 555,Indore,6,88.15,4.65
S000556,Premium Supply Solutions 556,Jaipur,16,84.56,6.83
S000557,Eco Supply Solutions 557,Kochi,15,94.47,8.79
S000558,Power Supply Solutions 558,Delhi,4,73.46,8.53
S000559,Eco Supply Solutions 559,Gurgaon,26,66.9,1.95
S000560,Power Supply Solutions 560,Jaipur,30,97.73,1.09
S000561,Premium Supply Solutions 561,Kochi,20,67.06,4.64
S000562,Pro Supply Solutions 562,Coimbatore,21,95.7,3.04
S000563,Industrial Supply Solutions 563,Chennai,9,85.82,3.81
S000564,Ultra Supply Solutions 564,Chennai,26,96.24,4.24
S000565,Power Supply Solutions 565,Coimbatore,24,84.21,4.89
S000566,Smart Supply Solutions 566,Coimbatore,15,92.91,6.32
S000567,Smart Supply Solutions 567,Delhi,22,89.52,0.31
S000568,Smart Supply Solutions 568,Pune,29,82.85,3.72
S000569,Standard Supply Solutions 569,Coimbatore,19,77.35,3.32
S000570,Premium Supply Solutions 570,Delhi,8,65.1,2.99
S000571,NextGen Supply Solutions 571,Kochi,12,73.53,9.51
S000572,Industrial Supply Solutions 572,Mumbai,8,97.36,3.17
S000573,Smart Supply Solutions 573,Delhi,12,74.37,1.98
S000574,Pro Supply Solutions 574,Kochi,27,90.56,10.25
S000575,Pro Supply Solutions 575,Noida,8,82.29,4.72
S000576,Advanced Supply Solutions 576,Gurgaon,27,75.49,2.37
S000577,NextGen Supply Solutions 577,Lucknow,10,98.7,9.06
S000578,Premium Supply Solutions 578,Chennai,16,66.6,7.95
S000579,Power Supply Solutions 579,Ahmedabad,17,84.79,11.35
S000580,Ultra Supply Solutions 580,Noida,6,80.69,10.56
S000581,Pro Supply Solutions 581,Kochi,8,67.6,8.39
S000582,Power Supply Solutions 582,Chennai,11,72.28,2.1
S000583,Ultra Supply Solutions 583,Noida,4,88.6,5.9
S000584,Pro Supply Solutions 584,Kolkata,24,68.68,1.6
S000585,Industrial Supply Solutions 585,Gurgaon,18,92.23,6.68
S000586,NextGen Supply Solutions 586,Lucknow,26,86.25,11.02
S000587,Standard Supply Solutions 587,Pune,27,68.43,0.25
S000588,Pro Supply Solutions 588,Jaipur,12,74.75,10.54
S000589,Power Supply Solutions 589,Coimbatore,25,69.66,6.56
S000590,Power Supply Solutions 590,Kochi,4,92.12,1.98
S000591,Power Supply Solutions 591,Coimbatore,15,83.12,10.3
S000592,NextGen Supply Solutions 592,Gurgaon,21,65.1,6.54
S000593,Smart Supply Solutions 593,Chennai,16,83.46,5.49
S000594,NextGen Supply Solutions 594,Coimbatore,23,81.42,6.1
S000595,Advanced Supply Solutions 595,Noida,27,86.86,1.94
S000596,Power Supply Solutions 596,Hyderabad,14,66.18,1.53
S000597,Premium Supply Solutions 597,Chennai,10,66.2,8.01
S000598,Eco Supply Solutions 598,Hyderabad,19,76.88,10.59
S000599,Standard Supply Solutions 599,Lucknow,27,88.41,8.39
S000600,Standard Supply Solutions 600,Mumbai,30,87.66,10.12
S000601,Standard Supply Solutions 601,Kochi,25,74.46,10.17
S000602,Eco Supply Solutions 602,Gurgaon,9,72.35,0.58
S000603,Eco Supply Solutions 603,Mumbai,8,88.23,9.3
S000604,Ultra Supply Solutions 604,Noida,19,65.92,9.31
S000605,Power Supply Solutions 605,Kochi,14,83.93,4.33
S000606,Premium Supply Solutions 606,Jaipur,20,79.42,5.04
S000607,Advanced Supply Solutions 607,Ahmedabad,28,73.13,9.0
S000608,Premium Supply Solutions 608,Pune,18,82.69,11.84
S000609,NextGen Supply Solutions 609,Delhi,12,72.38,11.86
S000610,Power Supply Solutions 610,Bangalore,27,84.19,5.79
S000611,Power Supply Solutions 611,Pune,15,70.07,9.52
S000612,Industrial Supply Solutions 612,Noida,19,78.79,5.7
S000613,Eco Supply Solutions 613,Bangalore,6,82.35,10.42
S000614,Advanced Supply Solutions 614,Coimbatore,17,66.08,7.87
S000615,Standard Supply Solutions 615,Gurgaon,14,85.76,11.25
S000616,Standard Supply Solutions 616,Chennai,6,90.51,11.97
S000617,Smart Supply Solutions 617,Coimbatore,8,97.51,4.1
S000618,Smart Supply Solutions 618,Delhi,22,71.91,11.76
S000619,Pro Supply Solutions 619,Coimbatore,8,72.1,8.37
S000620,Ultra Supply Solutions 620,Chennai,6,75.36,3.01
S000621,Industrial Supply Solutions 621,Pune,4,95.29,0.24
S000622,Industrial Supply Solutions 622,Kolkata,3,78.83,8.27
S000623,Ultra Supply Solutions 623,Coimbatore,15,75.26,2.82
S000624,Industrial Supply Solutions 624,Hyderabad,16,90.2,2.93
S000625,Standard Supply Solutions 625,Coimbatore,20,66.29,6.72
S000626,Smart Supply Solutions 626,Pune,19,83.66,0.56
S000627,Advanced Supply Solutions 627,Chennai,18,80.31,5.11
S000628,Advanced Supply Solutions 628,Noida,30,86.25,9.63
S000629,Premium Supply Solutions 629,Jaipur,9,89.86,0.52
S000630,Advanced Supply Solutions 630,Pune,22,76.05,7.56
S000631,Eco Supply Solutions 631,Delhi,5,86.64,2.07
S000632,Advanced Supply Solutions 632,Pune,26,82.83,10.38
S000633,Industrial Supply Solutions 633,Gurgaon,13,69.55,4.81
S000634,Advanced Supply Solutions 634,Bangalore,12,94.98,9.78
S000635,Ultra Supply Solutions 635,Mumbai,6,90.66,8.74
S000636,Standard Supply Solutions 636,Indore,17,96.34,10.56
S000637,Smart Supply Solutions 637,Bangalore,14,89.49,6.3
S000638,Smart Supply Solutions 638,Kolkata,30,73.32,5.94
S000639,Eco Supply Solutions 639,Kochi,7,79.64,0.64
S000640,NextGen Supply Solutions 640,Chennai,14,78.15,6.5
S000641,Standard Supply Solutions 641,Ahmedabad,28,66.22,6.36
S000642,NextGen Supply Solutions 642,Mumbai,25,78.96,7.36
S000643,Power Supply Solutions 643,Kochi,24,76.75,1.75
S000644,Industrial Supply Solutions 644,Noida,17,65.13,6.57
S000645,Eco Supply Solutions 645,Lucknow,27,93.8,5.56
S000646,Advanced Supply Solutions 646,Lucknow,9,69.89,7.23
S000647,Industrial Supply Solutions 647,Pune,25,82.03,7.99
S000648,Premium Supply Solutions 648,Bangalore,19,91.68,4.46
S000649,NextGen Supply Solutions 649,Pune,12,85.55,6.15
S000650,Power Supply Solutions 650,Delhi,9,70.76,4.86
S000651,Industrial Supply Solutions 651,Ahmedabad,17,86.02,9.23
S000652,Standard Supply Solutions 652,Delhi,3,90.76,9.6
S000653,Smart Supply Solutions 653,Indore,23,94.06,3.66
S000654,Power Supply Solutions 654,Noida,9,75.83,3.26
S000655,Premium Supply Solutions 655,Hyderabad,13,66.15,8.2
S000656,Premium Supply Solutions 656,Indore,8,85.67,9.33
S000657,Eco Supply Solutions 657,Kochi,16,72.68,0.33
S000658,Standard Supply Solutions 658,Kolkata,13,91.55,5.24
S000659,Pro Supply Solutions 659,Delhi,8,88.12,3.83
S000660,Smart Supply Solutions 660,Pune,27,91.29,9.24
S000661,Ultra Supply Solutions 661,Gurgaon,24,97.9,1.89
S000662,Eco Supply Solutions 662,Kochi,13,84.87,9.38
S000663,Pro Supply Solutions 663,Hyderabad,4,95.75,8.0
S000664,Smart Supply Solutions 664,Kochi,26,86.82,10.15
S000665,Premium Supply Solutions 665,Chennai,22,71.18,11.88
S000666,Standard Supply Solutions 666,Hyderabad,18,92.18,5.82
S000667,Premium Supply Solutions 667,Kolkata,19,88.59,8.45
S000668,Power Supply Solutions 668,Delhi,3,98.25,8.58
S000669,NextGen Supply Solutions 669,Kolkata,16,73.28,10.17
S000670,Ultra Supply Solutions 670,Pune,8,76.33,6.31
S000671,NextGen Supply Solutions 671,Chennai,21,92.93,1.47
S000672,Standard Supply Solutions 672,Kochi,29,67.14,11.76
S000673,Standard Supply Solutions 673,Chennai,17,86.53,0.87
S000674,Pro Supply Solutions 674,Jaipur,19,83.21,11.56
S000675,Standard Supply Solutions 675,Jaipur,21,70.74,3.21
S000676,Eco Supply Solutions 676,Noida,29,70.61,6.01
S000677,Premium Supply Solutions 677,Chennai,4,92.55,11.42
S000678,Pro Supply Solutions 678,Lucknow,11,65.53,8.18
S000679,Premium Supply Solutions 679,Hyderabad,10,90.39,7.11
S000680,NextGen Supply Solutions 680,Chennai,23,89.91,4.05
S000681,Eco Supply Solutions 681,Indore,15,87.09,3.65
S000682,Ultra Supply Solutions 682,Pune,24,78.92,0.59
S000683,NextGen Supply Solutions 683,Jaipur,16,65.96,7.12
S000684,NextGen Supply Solutions 684,Bangalore,30,92.26,5.28
S000685,Ultra Supply Solutions 685,Noida,24,69.27,2.85
S000686,Power Supply Solutions 686,Indore,3,74.55,4.73
S000687,Industrial Supply Solutions 687,Jaipur,30,97.19,11.3
S000688,Premium Supply Solutions 688,Gurgaon,29,75.26,10.21
S000689,Industrial Supply Solutions 689,Lucknow,4,73.67,5.28
S000690,Eco Supply Solutions 690,Chennai,13,98.09,11.76
S000691,NextGen Supply Solutions 691,Pune,30,67.92,5.65
S000692,Eco Supply Solutions 692,Mumbai,26,70.46,4.32
S000693,NextGen Supply Solutions 693,Jaipur,16,79.9,4.78
S000694,NextGen Supply Solutions 694,Jaipur,18,91.78,10.52
S000695,Pro Supply Solutions 695,Kochi,3,95.07,3.36
S000696,Smart Supply Solutions 696,Kochi,18,90.69,2.82
S000697,Eco Supply Solutions 697,Mumbai,21,98.19,11.53
S000698,Premium Supply Solutions 698,Noida,13,65.57,8.86
S000699,Pro Supply Solutions 699,Kochi,11,86.06,9.21
S000700,Pro Supply Solutions 700,Hyderabad,26,68.96,8.94
S000701,Premium Supply Solutions 701,Ahmedabad,15,95.95,8.26
S000702,Standard Supply Solutions 702,Indore,10,96.8,1.28
S000703,Ultra Supply Solutions 703,Kolkata,13,75.3,9.09
S000704,Ultra Supply Solutions 704,Kochi,16,93.14,3.14
S000705,Ultra Supply Solutions 705,Ahmedabad,10,86.43,1.76
S000706,Premium Supply Solutions 706,Noida,18,68.42,11.8
S000707,Pro Supply Solutions 707,Noida,27,85.49,0.53
S000708,Premium Supply Solutions 708,Noida,23,98.19,0.57
S000709,Industrial Supply Solutions 709,Kochi,9,75.48,3.86
S000710,Industrial Supply Solutions 710,Indore,16,65.04,10.16
S000711,Standard Supply Solutions 711,Chennai,18,98.21,11.74
S000712,Premium Supply Solutions 712,Indore,22,79.08,1.6
S000713,Eco Supply Solutions 713,Noida,24,79.65,4.87
S000714,Eco Supply Solutions 714,Gurgaon,16,89.23,8.86
S000715,NextGen Supply Solutions 715,Chennai,11,85.55,7.82
S000716,Eco Supply Solutions 716,Kolkata,21,75.27,2.95
S000717,Premium Supply Solutions 717,Noida,6,68.4,4.08
S000718,Industrial Supply Solutions 718,Pune,21,93.13,7.21
S000719,Smart Supply Solutions 719,Chennai,28,81.43,0.62
S000720,Premium Supply Solutions 720,Lucknow,22,87.86,9.15
S000721,Ultra Supply Solutions 721,Kolkata,15,94.26,3.45
S000722,NextGen Supply Solutions 722,Noida,26,65.6,9.97
S000723,Power Supply Solutions 723,Bangalore,17,94.22,8.27
S000724,Ultra Supply Solutions 724,Mumbai,18,90.56,7.82
S000725,Eco Supply Solutions 725,Lucknow,26,97.19,9.25
S000726,Ultra Supply Solutions 726,Delhi,8,72.94,1.09
S000727,Eco Supply Solutions 727,Kochi,24,75.96,3.27
S000728,Pro Supply Solutions 728,Indore,22,87.49,6.36
S000729,Industrial Supply Solutions 729,Ahmedabad,17,96.48,9.37
S000730,Standard Supply Solutions 730,Indore,5,98.75,10.22
S000731,Eco Supply Solutions 731,Kolkata,24,79.17,4.71
S000732,Industrial Supply Solutions 732,Coimbatore,9,83.33,9.57
S000733,NextGen Supply Solutions 733,Hyderabad,28,70.8,2.8
S000734,Eco Supply Solutions 734,Kolkata,25,88.6,1.17
S000735,Smart Supply Solutions 735,Pune,13,93.47,3.11
S000736,Standard Supply Solutions 736,Kochi,15,92.15,10.86
S000737,Eco Supply Solutions 737,Bangalore,3,76.76,6.62
S000738,Advanced Supply Solutions 738,Lucknow,16,97.75,5.88
S000739,Eco Supply Solutions 739,Bangalore,4,69.09,8.97
S000740,Power Supply Solutions 740,Chennai,30,81.79,0.32
S000741,Power Supply Solutions 741,Gurgaon,20,83.86,1.6
S000742,Eco Supply Solutions 742,Delhi,9,83.24,1.38
S000743,Standard Supply Solutions 743,Ahmedabad,25,90.77,1.64
S000744,Smart Supply Solutions 744,Coimbatore,3,85.73,5.55
S000745,Eco Supply Solutions 745,Lucknow,18,67.62,3.51
S000746,Advanced Supply Solutions 746,Bangalore,6,71.11,9.47
S000747,Premium Supply Solutions 747,Gurgaon,4,83.1,10.1
S000748,Advanced Supply Solutions 748,Gurgaon,9,88.61,11.11
S000749,Advanced Supply Solutions 749,Mumbai,11,82.48,2.51
S000750,Ultra Supply Solutions 750,Noida,23,77.09,6.13
S000751,NextGen Supply Solutions 751,Ahmedabad,27,66.74,0.77
S000752,Ultra Supply Solutions 752,Jaipur,24,91.72,3.03
S000753,Pro Supply Solutions 753,Chennai,23,81.9,7.46
S000754,NextGen Supply Solutions 754,Hyderabad,18,83.32,5.18
S000755,Premium Supply Solutions 755,Kochi,13,80.94,8.35
S000756,Industrial Supply Solutions 756,Jaipur,10,74.02,10.1
S000757,Eco Supply Solutions 757,Delhi,29,74.4,0.9
S000758,Advanced Supply Solutions 758,Hyderabad,17,67.16,11.28
S000759,Ultra Supply Solutions 759,Gurgaon,18,89.06,0.7
S000760,Eco Supply Solutions 760,Lucknow,3,74.24,11.78
S000761,Ultra Supply Solutions 761,Hyderabad,15,75.15,7.72
S000762,Premium Supply Solutions 762,Hyderabad,22,98.78,0.71
S000763,NextGen Supply Solutions 763,Lucknow,16,78.12,4.84
S000764,NextGen Supply Solutions 764,Jaipur,20,82.36,3.25
S000765,Advanced Supply Solutions 765,Indore,25,78.14,9.62
S000766,Eco Supply Solutions 766,Kochi,3,74.87,2.86
S000767,Standard Supply Solutions 767,Coimbatore,28,65.2,9.95
S000768,Industrial Supply Solutions 768,Delhi,25,94.07,3.89
S000769,Ultra Supply Solutions 769,Chennai,14,81.09,11.87
S000770,Advanced Supply Solutions 770,Hyderabad,24,89.48,3.39
S000771,Standard Supply Solutions 771,Bangalore,4,97.59,8.28
S000772,NextGen Supply Solutions 772,Kochi,11,65.1,9.64
S000773,Pro Supply Solutions 773,Noida,6,87.95,2.75
S000774,Eco Supply Solutions 774,Mumbai,20,69.03,1.09
S000775,Power Supply Solutions 775,Delhi,26,80.57,6.7
S000776,NextGen Supply Solutions 776,Delhi,19,93.79,8.19
S000777,Industrial Supply Solutions 777,Kolkata,22,67.43,9.84
S000778,Ultra Supply Solutions 778,Kolkata,7,98.65,3.42
S000779,Smart Supply Solutions 779,Chennai,29,84.75,10.49
S000780,Power Supply Solutions 780,Indore,8,78.43,11.01
S000781,Power Supply Solutions 781,Hyderabad,17,65.66,9.39
S000782,Standard Supply Solutions 782,Gurgaon,22,84.95,0.29
